,link,title,newspaper,category,pred_label
0,https://abcnews.go.com/Sports/baylor-bears-rebuilding-effort-progresses-final-1950/story?id=76763800,baylor bears rebuilding effort progresses first final four since,abc,4,2
1,https://abcnews.go.com/Sports/timberwolves-karl-anthony-towns-reflects-emotional-night-father/story?id=76762686,timberwolves karlanthony towns reflects emotional night father attends first game since jackie cruztowns death,abc,4,1
2,https://abcnews.go.com/Sports/dustin-david-price-grabs-starter-role-los-angeles/story?id=76762384,dustin may david price grabs fifth starter role los angeles dodgers prepare defend title,abc,4,2
3,https://abcnews.go.com/Sports/baylor-calls-foul-call-end-elite-loss-uconn/story?id=76762078,baylor calls foul noncall end elite eight loss uconn,abc,4,1
4,https://abcnews.go.com/Sports/kim-mulkey-baylor-lady-bears-ncaa-covid-19/story?id=76761673,kim mulkey baylor lady bears says ncaa away testing final fourrafael stone stockpile picks,abc,4,2
5,https://abcnews.go.com/Sports/rafael-stone-stockpile-picks-young-core-houston-rockets/story?id=76759561,young core keep houston rockets go wholesale tank mode,abc,4,2
6,https://abcnews.go.com/Sports/andre-drummond-hunger-excitement-make-debut-los-angeles/story?id=76758414,andre drummond hunger excitement make debut los angeles lakers long last,abc,4,2
7,https://abcnews.go.com/Sports/los-angeles-lakers-jeanie-buss-watching-brooklyn-nets/story?id=76758345,los angeles lakers jeanie buss watching brooklyn nets moves bring,abc,4,4
8,https://abcnews.go.com/Sports/mlb-draft-pick-mark-appel-heads-minor-league/story?id=76758307,former mlb draft pick mark appel heads minor league camp philadelphia phillies pursuit comeback,abc,4,2
9,https://abcnews.go.com/Sports/niners-left-altar-staying-12-jimmy-garoppolo-best/story?id=76757597,niners didnt want get left altar staying believe jimmy garoppolo gives best chance,abc,4,2
10,https://abcnews.go.com/Sports/texas-rangers-moving-rougned-odor-jose-leclerc-tommy/story?id=76757209,texas rangers moving rougned odor jose leclerc tommy john surgery,abc,4,2
11,https://abcnews.go.com/Sports/sources-milwaukee-bucks-picking-reserve-guard-jeff-teague/story?id=76756575,sources milwaukee bucks picking reserve guard jeff teague,abc,4,4
12,https://abcnews.go.com/Sports/nba-sets-july-29-draft-determining-schedule-accompanying/story?id=76756077,nba sets july draft also determining schedule accompanying combine lottery,abc,4,2
13,https://abcnews.go.com/Sports/mlb-protocols-include-relaxed-covid-19-restrictions-vaccinated/story?id=76752159,new mlb protocols include relaxed restrictions vaccinated players staff,abc,4,2
14,https://abcnews.go.com/Sports/anthony-rizzo-ending-contract-talks-chicago-cubs-focus/story?id=76751997,anthony rizzo ending contract talks chicago cubs focus season,abc,4,2
15,"https://abcnews.go.com/Sports/south-carolinas-dawn-staley-texas-vic-schaefer-renew/story?id=76751866,",south carolinas dawn staley texas vic schaefer renew old rivalry ncaa womens hoops tourney,abc,4,4
16,"https://abcnews.go.com/Sports/blake-griffin-joining-brooklyn-nets-changed-public-perceives/story?id=76751865,",blake griffin says joining brooklyn nets changed public perceives,abc,4,2
17,https://abcnews.go.com/Sports/qb-trevor-lawrence-direction-jacksonville-jaguars-headed-pick/story?id=76751447,qb trevor lawrence direction jacksonville jaguars headed pick nfl draft says urban meyer,abc,4,3
18,https://abcnews.go.com/Sports/qb-trevor-lawrence-direction-jacksonville-jaguars-headed-pick/story?id=76751318,qb trevor lawrence direction jacksonville jaguars headed pick says urban meyer,abc,4,3
19,https://abcnews.go.com/Sports/york-mets-pete-alonso-issue-nft-aid-minor/story?id=76750048,new york mets pete alonso issue nft aid minor leaguers,abc,4,2
20,"https://abcnews.go.com/Sports/lawsuit-accuses-deshaun-watson-deleting-instagram-messages-contacting/story?id=76750047,",lawsuit accuses deshaun watson deleting instagram messages contacting women attempt settle cases,abc,4,2
21,https://abcnews.go.com/Sports/lawsuit-accuses-deshaun-watson-deleting-instagram-messages-contacting/story?id=76749828,lawsuit accuses deshaun watson deleting instagram messages contacting accusers attempt settle cases,abc,4,2
22,https://abcnews.go.com/Sports/nbas-basketball-africa-league-debut-16-rwanda/story?id=76749169,nbas basketball africa league debut may rwanda,abc,4,2
23,https://abcnews.go.com/Sports/sources-dustin-poirier-conor-mcgregor-iii-finalized-ufc/story?id=76748465,sources dustin poirierconor mcgregor finalized soon ufc july,abc,4,2
24,https://abcnews.go.com/Sports/st-louis-cardinals-3b-nolan-arenado-ive-moved/story?id=76747638,st louis cardinals nolan arenado says ive moved traded colorado rockies,abc,4,2
25,https://abcnews.go.com/Sports/st-louis-cardinals-3b-nolan-arenado-ive-moved/story?id=76747522,st louis cardinals nolan arenado says ive moved traded colorado rockies,abc,4,2
26,https://abcnews.go.com/Sports/frank-vogel-los-angeles-lakers-lot-addition-andre/story?id=76743235,frank vogel says los angeles lakers got lot better addition andre drummond,abc,4,2
27,https://abcnews.go.com/Sports/aaron-gordon-debuts-denver-nuggets-sees-limits-teams/story?id=76742864,aaron gordon debuts denver nuggets sees limits teams potential,abc,4,1
28,https://abcnews.go.com/Sports/dominant-overtime-helps-ucla-secure-spot-elite-ncaa/story?id=76741918,dominant overtime helps ucla secure spot elite eight ncaa mens basketball tournament,abc,4,1
29,https://abcnews.go.com/Sports/florida-panthers-aaron-ekblad-off-ice-stretcher-leg/story?id=76740493,florida panthers aaron ekblad taken ice stretcher leg injury,abc,4,4
30,https://abcnews.go.com/Sports/sources-trevor-lawrence-attend-nfl-draft-cleveland-watch/story?id=767392599,sources trevor lawrence wont attend nfl draft cleveland watch clemson instead,abc,4,1
31,https://abcnews.go.com/Sports/indiana-mens-basketball-hires-mike-woodson-deal-years/story?id=76738174,indiana mens basketball hires mike woodson deal six years sources say,abc,4,4
32,https://abcnews.go.com/Sports/deal-mike-woodson-indiana-years-sources-hoosiers-finally/story?id=76738173,deal mike woodson indiana six years sources say hoosiers finally announce next mens basketball coach,abc,4,4
33,https://abcnews.go.com/Sports/deal-mike-woodson-indiana-years-sources-hoosiers-finally/story?id=76737896,deal mike woodson indiana six years sources say hoosiers finally find next mens basketball coach,abc,4,4
34,https://abcnews.go.com/Sports/orleans-saints-alvin-kamara-players-displeased-17-game/story?id=76737895,new orleans saints alvin kamara among players displeased likely nfl schedule,abc,4,3
35,https://abcnews.go.com/Sports/deal-mike-woodson-indiana-appears-imminent-sources-hoosiers/story?id=76737257,deal mike woodson indiana appears imminent sources say hoosiers hone next mens basketball coach,abc,4,4
36,"https://abcnews.go.com/Sports/sources-randy-dobnak-minnesota-twins-agree-year-925m/story?id=76737119,",sources randy dobnak minnesota twins agree extension includes club options,abc,4,1
37,https://abcnews.go.com/Sports/oklahoma-city-thunder-waive-recently-acquired-austin-rivers/story?id=767362722,oklahoma city thunder waive recently acquired austin rivers,abc,4,2
38,https://abcnews.go.com/Sports/andre-drummond-plans-sign-los-angeles-lakers-agent/story?id=76736168,andre drummond plans sign los angeles lakers agent says,abc,4,2
39,https://abcnews.go.com/Sports/naomi-osaka-makes-4th-round-miami-1st-time/story?id=76735811,naomi osaka makes round miami time walkover,abc,4,4
40,https://abcnews.go.com/Sports/nascar-moves-bristol-dirt-race-monday-due-heavy/story?id=76735810,nascar moves bristol dirt race monday due heavy rains flood warning,abc,4,4
41,https://abcnews.go.com/Sports/orleans-pelicans-zion-williamson-unusual-force-dallas-mavericks/story?id=76732115,new orleans pelicans zion williamson unusual force dallas mavericks coach rick carlisle says,abc,4,0
42,https://abcnews.go.com/Sports/orleans-pelicans-zion-williamson-unusual-force-mavs-rick/story?id=767320488,new orleans pelicans zion williamson unusual force mavs rick carlisle says,abc,4,0
43,https://abcnews.go.com/Sports/francis-ngannou-wins-ufc-heavyweight-title-ready-time/story?id=76731877,francis ngannou wins ufc heavyweight title ready time jon jones,abc,4,1
44,https://abcnews.go.com/Sports/doc-rivers-west-prediction-afar-lakers-clippers-teams/story?id=76731370,doc rivers gives west prediction afar says lakers clippers still teams beat,abc,4,2
45,https://abcnews.go.com/Sports/doc-rivers-west-prediction-afar-lakers-clippers-teams/story?id=76731171,doc rivers gives west prediction afar says lakers clippers still teams beat,abc,4,2
46,"https://abcnews.go.com/Sports/balanced-effort-helps-indiana-knock-off-nc-state/story?id=76730038,",balanced effort helps indiana knock nc state securing first berth womens basketball tournament elite eight,abc,4,3
47,https://abcnews.go.com/Sports/newly-acquired-boston-celtics-guard-evan-fournier-health/story?id=76729402,newly acquired boston celtics guard evan fournier placed health safety protocols,abc,4,0
48,https://abcnews.go.com/Sports/balanced-effort-helps-indiana-knock-off-nc-state/story?id=76729334,balanced effort helps indiana knock nc state securing first berth womens basketball elite eight,abc,4,3
49,https://abcnews.go.com/Sports/dillian-whyte-knocks-alexander-povetkin-win-wbc-interim/story?id=76728683,dillian whyte knocks alexander povetkin win wbc interim heavyweight belt,abc,4,1
50,https://abcnews.go.com/Politics/accused-drug-trafficking-honduran-president-critical-challenge-bidens/story?id=766787299,accused drug trial honduran president challenge bidens migration plans,abc,3,1
51,https://abcnews.go.com/Politics/doom-fears-bring-grim-reminders-covid-realities-note/story?id=76751707,doom fears bring grim reminders covid realities note,abc,3,1
52,https://abcnews.go.com/Politics/targeted-violence-schools-preventable-secret-service-report/story?id=76755511,targeted violence schools preventable secret service reportvoters saved biden campaign rate early presidency,abc,3,4
53,https://abcnews.go.com/Politics/make-america-greater-voters-saved-biden-campaign-rate/story?id=76396185,make america become greater,abc,3,1
54,https://abcnews.go.com/Politics/york-city-moves-end-qualified-immunity-making-1st/story?id=76752098,new york city moves end qualified immunity making city us sobiden calls mask mandates,abc,3,0
55,https://abcnews.go.com/Politics/cdc-director-feels-sense-impending-doom-covid-19/story?id=76750417,cdc director fears impending doom covid surge,abc,3,2
56,https://abcnews.go.com/Politics/cdc-extends-eviction-moratorium-late-june/story?id=76751761,cdc extends eviction moratorium late june,abc,3,3
57,https://abcnews.go.com/Politics/voting-rights-clashes-threaten-derail-biden-agenda-note/story?id=767348933,votingrights clashes threaten derail biden agenda note,abc,3,1
58,https://abcnews.go.com/Politics/bipartisanship-key-successful-voting-reform-gop-sen-dan/story?id=76725701,bipartisanship key successful voting reform gop sen dan sullivan,abc,3,1
59,https://abcnews.go.com/Politics/kate-bedingfield-calls-migrant-surge-cyclical-issue/story?id=76725635,kate bedingfield calls migrant surge cyclical issue,abc,3,0
60,https://abcnews.go.com/Politics/week-transcript-28-21-white-house-communications-director/story?id=76732573,week transcript kate bedingfield sen dan sullivan,abc,3,1
61,https://abcnews.go.com/Politics/biden-receives-high-marks-covid-19-lags-immigration/story?id=76722985,biden receives high marks lags immigration guns poll,abc,3,1
62,https://abcnews.go.com/Politics/georgia-lawmaker-shaken-resolved-arrest-election-bill-signing/story?id=76725949,georgia lawmaker shaken resolved following arrest election bill signing,abc,3,3
63,https://abcnews.go.com/Politics/patrolling-rio-grande-migrant-crossings-reporters-notebook/story?id=76725190,patrolling rio grande migrant crossings reporters notebook,abc,3,4
64,https://abcnews.go.com/Politics/georgias-election-law-marks-1st-battle-voting-rights/story?id=76701964,georgias new election law marks battle voting rights war,abc,3,3
65,https://abcnews.go.com/Politics/biden-takes-long-view-matter-timing-presidency-agenda/story?id=76704106,biden takes long view matter timing says presidency agenda,abc,3,1
66,https://abcnews.go.com/Politics/white-house-communications-director-kate-bedingfield-sen-dan/story?id=76722265,kate bedingfield dan sullivan sunday week coanchor jonathan karl,abc,3,0
67,https://abcnews.go.com/Politics/californians-recall-gov-gavin-newsom-process-work/story?id=76677007,californians trying remove gov gavin newsom recall works,abc,3,4
68,https://abcnews.go.com/Politics/homeland-security-secretary-alejandro-mayorkas-fires-member-homeland/story?id=76715980,homeland security chief fires almost every member advisory council,abc,3,0
69,https://abcnews.go.com/Politics/us-airlines-bet-pent-demand-mass-vaccinations-rebuilding/story?id=76705715,along southern border gop senators reporters notebookwhich destinations us airlines betting summer,abc,3,4
70,https://abcnews.go.com/Politics/video/georgia-governor-signs-state-elections-law-76713161,georgia governor signs new state elections law,abc,3,3
71,https://abcnews.go.com/Politics/biden-calls-gop-passed-georgia-law-restricting-voting/story?id=767082288,biden calls new goppassed georgia law restricting voting access atrocity,abc,3,3
72,https://abcnews.go.com/Politics/jj-surge-11m-vaccine-doses-cdc-director-deeply/story?id=76705319,jj send vaccine dosescdc deeply concerned possible surge,abc,3,2
73,https://abcnews.go.com/Politics/trump-claims-capitol-rioters-posed-threat-persecuted/story?id=76702608,trump claims capitol rioters posed zero threat says persecuted,abc,3,1
74,https://abcnews.go.com/Politics/power-highlights-challenges-biden-note/story?id=76681949,power highlights challenges biden note,abc,3,1
75,https://abcnews.go.com/Politics/biden-faces-questioning-largely-avoids-major-headlines/story?id=76685317,biden faces thorough questioning largely avoids major headlines,abc,3,1
76,https://abcnews.go.com/Politics/video/supreme-court-rules-police-force-76692800,supreme court rules police use force,abc,3,2
77,https://abcnews.go.com/Politics/kemp-sign-sweeping-elections-bill-passed-georgia-legislature/story?id=76677927,kemp signs sweeping elections bill passed ga legislature heres whats,abc,3,3
78,https://abcnews.go.com/Politics/scared-hungry-young-boys-cross-border/story?id=76633536,scared hungry young boys cross border alone,abc,3,4
79,https://abcnews.go.com/Politics/us-troops-afghanistan-year-biden-tough-deadline/story?id=76684274,us troops afghanistan next year says biden may deadline,abc,3,1
80,https://abcnews.go.com/Politics/biden-holds-1st-formal-news-conference-faces-questions/story?id=76661623,biden holds formal news conference faces questions agenda migrant surge,abc,3,1
81,https://abcnews.go.com/Politics/change-paradigm-biden-takes-expansive-view-powers-analysis/story?id=76685384,change paradigm biden takes expansive view powers analysis,abc,3,1
82,https://abcnews.go.com/Politics/trump-boost-administration-officials-2022-midterms/story?id=76679607,trump looks boost former administration officials midterms,abc,3,4
83,https://abcnews.go.com/Politics/video/key-moments-bidens-1st-presidential-press-conference-76685471,key moments bidens presidential press conference,abc,3,1
84,https://abcnews.go.com/Politics/cuomos-family-special-access-covid-19-tests-early/story?id=76675407,cuomo family special access tests early days pandemic reports,abc,3,0
85,https://abcnews.go.com/Politics/supreme-court-police-shootings-momentary-seizures-4th-amendment/story?id=76678756,supreme court says police shootings momentary seizures amendment,abc,3,2
86,https://abcnews.go.com/Politics/video/senate-dems-move-forward-voting-rights-bill-76673156,senate dems move forward voting rights bill,abc,3,1
87,https://abcnews.go.com/Politics/biden-faces-press-early-pivot-point-presidency-note/story?id=76658224,biden faces press early pivot point presidency note,abc,3,1
88,https://abcnews.go.com/Politics/consoler-chief-presidents-response-mass-shooting-defining-moment/story?id=76654748,consoler chief presidents response mass shooting defining moment,abc,3,2
89,https://abcnews.go.com/Politics/video/numbers-bostons-1st-black-1st-female-mayor-76665424,numbers bostons black female mayor,abc,3,2
90,https://abcnews.go.com/Politics/pentagon-panel-sexual-assault-military/story?id=76662905,new pentagon panel take sexual assault military,abc,3,2
91,https://abcnews.go.com/Politics/biden-administration-access-border-facility-capacity/story?id=76662203,biden administration allows access border facility ones capacity,abc,3,4
92,https://abcnews.go.com/Politics/rachel-levine-confirmed-senate-highest-ranking-openly-transgender/story?id=76653829,rachel levine makes history transgender person confirmed senate,abc,3,2
93,https://abcnews.go.com/Politics/senate-democrats-move-forward-voting-rights-bill-republican/story?id=76653784,senate democrats move forward voting rights bill despite republican opposition,abc,3,1
94,https://abcnews.go.com/Politics/missing-person-case-leads-authorities-thwart-potential-mass/story?id=76659224,missing person case leads authorities thwart potential mass casualty incident,abc,3,2
95,https://abcnews.go.com/Politics/fema-reimburse-families-years-covid-related-funeral-expenses/story?id=76658708,fema reimburse families last years covidrelated funeral expenses,abc,3,1
96,https://abcnews.go.com/Politics/biden-taps-harris-stem-migration-flow-central-america/story?id=76657373,biden taps harris stem migration flow central america,abc,3,1
97,https://abcnews.go.com/Politics/trump-pulled-wool-off-everyones-eyes-racism-cnns/story?id=76654747,trump pulled wool everyones eyes racism cnns lemon,abc,3,2
98,https://abcnews.go.com/Politics/kim-janey-sworn-1st-black-1st-woman-mayor/story?id=76650043,history made boston black woman becomes mayor,abc,3,2
99,https://abcnews.go.com/Business/wireStory/asian-shares-rise-amid-mixed-market-signs-76763801,world shares advance us bond yields press higher,abc,0,0
100,https://abcnews.go.com/Business/spacs-craze-economists/story?id=76747045,know spacs craze concerning economists,abc,0,3
101,https://abcnews.go.com/Business/wireStory/world-leaders-call-international-pandemic-treaty-767642311,world leaders call pandemic treaty short details,abc,0,0
102,https://abcnews.go.com/Business/wireStory/turkey-reinstates-restrictions-sharp-virus-cases-rise-767639411,turkey reinstates restrictions sharp virus cases rise,abc,0,3
103,https://abcnews.go.com/Business/wireStory/german-industrial-union-employers-reach-pay-agreement-767638711,german industrial union employers reach pay agreement,abc,0,2
104,https://abcnews.go.com/Business/wireStory/spanish-resorts-languish-madrid-hosts-europes-parties-767637988,spanish resorts languish madrid hosts europes parties,abc,0,2
105,https://abcnews.go.com/Business/wireStory/stepping-myanmar-coup-penalties-us-suspends-trade-deal-76762182,stepping myanmar coup penalties,abc,0,2
106,https://abcnews.go.com/Business/wireStory/asian-stocks-mixed-amid-vaccine-stimulus-optimism-76743236,us suspends trade dealasian shares mixed wall st fall mixed market signs,abc,0,2
107,https://abcnews.go.com/Business/wireStory/biden-infrastructure-package-approved-summer-76758548,biden wants infrastructure package approved summer,abc,0,1
108,https://abcnews.go.com/Business/wireStory/mexico-sues-us-proposed-nuclear-waste-storage-plans-76752491,new mexico sues us proposed nuclear waste storage plans,abc,0,3
109,https://abcnews.go.com/Business/wireStory/amazon-faces-biggest-union-push-history-76757854,amazon faces biggest union push history,abc,0,2
110,https://abcnews.go.com/Business/wireStory/report-covid-1st-jumped-humans-animals-76751309,report covid likely jumped humans animals,abc,0,4
111,https://abcnews.go.com/Business/wireStory/ap-source-vw-plans-brand-change-voltswagen-us-76756256,ap source vw plans brandname change voltswagen us,abc,0,1
112,https://abcnews.go.com/Business/wireStory/southwest-airlines-orders-100-boeing-737-max-planes-76750418,southwest airlines orders boeing max planes,abc,0,4
113,https://abcnews.go.com/Business/wireStory/major-us-stock-indexes-fared-monday-76754851,major us stock indexes fared monday,abc,0,2
114,https://abcnews.go.com/Business/wireStory/credit-suisse-peoples-bancorp-fall-boeing-bluebird-rise-76754848,credit suisse peoples bancorp fall boeing bluebird rise,abc,0,3
115,https://abcnews.go.com/Business/wireStory/closing-prices-crude-oil-gold-commodities-76754072,closing prices crude oil gold commodities,abc,0,2
116,https://abcnews.go.com/Business/wireStory/rebels-leave-beheaded-bodies-streets-mozambique-town-76753144,rebels leave beheaded bodies streets mozambique town,abc,0,2
117,https://abcnews.go.com/Business/wireStory/latest-portugal-tightens-covid-19-flight-restrictions-76744273,latest spain encourages safety measures amid holy week,abc,0,2
118,https://abcnews.go.com/Business/wireStory/container-ship-stuck-suez-canal-partially-refloated-76742224,ship partially refloated still stuck suez canal,abc,0,0
119,https://abcnews.go.com/Business/wireStory/economist-pulled-albania-1997-anarchy-dead-58-76750891,economist pulled albania anarchy dead,abc,0,2
120,https://abcnews.go.com/Business/wireStory/houghton-mifflin-shedding-consumer-books-349-million-76746986,news corp buys houghton mifflin harcourt books division,abc,0,2
121,https://abcnews.go.com/Business/wireStory/suez-canal-blockage-adds-pressure-points-global-trade-76742659,suez canal blockage adds pressure points global trade,abc,0,0
122,https://abcnews.go.com/Business/wireStory/spain-targets-africa-boost-diplomatic-business-ties-76749560,spain targets africa boost diplomatic business ties,abc,0,2
123,https://abcnews.go.com/Business/wireStory/key-bridging-political-divide-sit-talk-76749297,key bridging political divide sit talk,abc,0,2
124,https://abcnews.go.com/Business/wireStory/uk-agency-vaccination-rates-lowest-older-black-people-76749102,uk agency vaccination rates lowest among older black people,abc,0,2
125,https://abcnews.go.com/Business/wireStory/paris-court-convicts-fines-pharma-firm-deadly-diet-76745444,paris court convicts fines pharma firm deadly diet pill,abc,0,2
126,https://abcnews.go.com/Business/wireStory/happy-monday-england-embarks-major-easing-lockdown-76744308,happy monday england embarks major easing lockdown,abc,0,2
127,https://abcnews.go.com/Business/wireStory/explainer-amazon-union-vote-76748068,explainer know amazon union vote,abc,0,1
128,https://abcnews.go.com/Business/wireStory/merkel-faults-german-perfectionism-current-virus-woes-76744351,merkel faults german perfectionism current virus woes,abc,0,3
129,https://abcnews.go.com/Business/wireStory/german-government-buys-stake-defense-supplier-hensoldt-76744948,german government buys stake defense supplier hensoldt,abc,0,2
